16,0:17:44,0:29:10
16,0:33:15,1:07:10
17,0:26:15,0:44:05
17,0:55:42,1:05:12
18,0:02:24,1:03:50
19,0:18:54,0:29:00
19,0:43:23,0:51:55
19,1:05:00,1:10:22
20,0:28:07,0:31:15
21,0:02:01,0:34:15
21,1:13:49,1:29:35
22,0:24:54,1:22:55
23,0:11:20,0:27:51
24,0:53:20,1:26:44
26,0:02:46,0:45:34
27,0:08:38,0:48:45
28,1:03:38,1:12:46
29,0:28:19,0:35:09
29,0:51:46,1:30:50
